date,alert_hours,year,month,weekday
2025-01-20,180,2025,1,Monday
2025-01-21,205,2025,1,Tuesday
2025-01-22,169,2025,1,Wednesday
2025-01-23,168,2025,1,Thursday
2025-01-24,189,2025,1,Friday
2025-01-25,144,2025,1,Saturday
2025-01-26,161,2025,1,Sunday
2025-01-27,184,2025,1,Monday
2025-01-28,203,2025,1,Tuesday
2025-01-29,168,2025,1,Wednesday
2025-01-30,175,2025,1,Thursday
2025-01-31,198,2025,1,Friday
2025-02-01,223,2025,2,Saturday
2025-02-02,215,2025,2,Sunday
2025-02-03,142,2025,2,Monday
2025-02-04,161,2025,2,Tuesday
2025-02-05,204,2025,2,Wednesday
2025-02-06,251,2025,2,Thursday
2025-02-07,181,2025,2,Friday
2025-02-08,185,2025,2,Saturday
2025-02-09,259,2025,2,Sunday
2025-02-10,203,2025,2,Monday
2025-02-11,252,2025,2,Tuesday
2025-02-12,187,2025,2,Wednesday
2025-02-13,160,2025,2,Thursday
2025-02-14,173,2025,2,Friday
2025-02-15,117,2025,2,Saturday
2025-02-16,168,2025,2,Sunday
2025-02-17,188,2025,2,Monday
2025-02-18,186,2025,2,Tuesday
2025-02-19,198,2025,2,Wednesday
2025-02-20,233,2025,2,Thursday
2025-02-21,184,2025,2,Friday
2025-02-22,162,2025,2,Saturday
2025-02-23,207,2025,2,Sunday
2025-02-24,175,2025,2,Monday
2025-02-25,254,2025,2,Tuesday
2025-02-26,166,2025,2,Wednesday
2025-02-27,169,2025,2,Thursday
2025-02-28,183,2025,2,Friday
2025-03-01,190,2025,3,Saturday
2025-03-02,141,2025,3,Sunday
2025-03-03,191,2025,3,Monday
2025-03-04,139,2025,3,Tuesday
2025-03-05,170,2025,3,Wednesday
2025-03-06,160,2025,3,Thursday
2025-03-07,264,2025,3,Friday
2025-03-08,212,2025,3,Saturday
2025-03-09,156,2025,3,Sunday
2025-03-10,166,2025,3,Monday
2025-03-11,166,2025,3,Tuesday
2025-03-12,181,2025,3,Wednesday
2025-03-13,166,2025,3,Thursday
2025-03-14,176,2025,3,Friday
2025-03-15,188,2025,3,Saturday
2025-03-16,143,2025,3,Sunday
2025-03-17,170,2025,3,Monday
2025-03-18,170,2025,3,Tuesday
2025-03-19,171,2025,3,Wednesday
2025-03-20,176,2025,3,Thursday
2025-03-21,190,2025,3,Friday
2025-03-22,168,2025,3,Saturday
2025-03-23,156,2025,3,Sunday
2025-03-24,158,2025,3,Monday
2025-03-25,141,2025,3,Tuesday
2025-03-26,165,2025,3,Wednesday
2025-03-27,176,2025,3,Thursday
2025-03-28,158,2025,3,Friday
2025-03-29,158,2025,3,Saturday
2025-03-30,151,2025,3,Sunday
2025-03-31,145,2025,3,Monday
2025-04-01,91,2025,4,Tuesday
2025-04-02,104,2025,4,Wednesday
2025-04-03,147,2025,4,Thursday
2025-04-04,165,2025,4,Friday
2025-04-05,138,2025,4,Saturday
2025-04-06,243,2025,4,Sunday
2025-04-07,111,2025,4,Monday
2025-04-08,124,2025,4,Tuesday
2025-04-09,191,2025,4,Wednesday
2025-04-10,191,2025,4,Thursday
2025-04-11,112,2025,4,Friday
2025-04-12,152,2025,4,Saturday
2025-04-13,148,2025,4,Sunday
2025-04-14,161,2025,4,Monday
2025-04-15,154,2025,4,Tuesday
2025-04-16,178,2025,4,Wednesday
2025-04-17,195,2025,4,Thursday
2025-04-18,204,2025,4,Friday
2025-04-19,137,2025,4,Saturday
2025-04-20,44,2025,4,Sunday
2025-04-21,165,2025,4,Monday
2025-04-22,127,2025,4,Tuesday
2025-04-23,164,2025,4,Wednesday
2025-04-24,246,2025,4,Thursday
2025-04-25,143,2025,4,Friday
2025-04-26,167,2025,4,Saturday
2025-04-27,148,2025,4,Sunday
2025-04-28,164,2025,4,Monday
2025-04-29,134,2025,4,Tuesday
2025-04-30,203,2025,4,Wednesday
2025-05-01,156,2025,5,Thursday
2025-05-02,168,2025,5,Friday
2025-05-03,172,2025,5,Saturday
2025-05-04,164,2025,5,Sunday
2025-05-05,159,2025,5,Monday
2025-05-06,173,2025,5,Tuesday
2025-05-07,235,2025,5,Wednesday
2025-05-08,92,2025,5,Thursday
2025-05-09,83,2025,5,Friday
2025-05-10,81,2025,5,Saturday
2025-05-11,157,2025,5,Sunday
2025-05-12,138,2025,5,Monday
2025-05-13,171,2025,5,Tuesday
2025-05-14,158,2025,5,Wednesday
2025-05-15,149,2025,5,Thursday
2025-05-16,173,2025,5,Friday
2025-05-17,179,2025,5,Saturday
2025-05-18,167,2025,5,Sunday
2025-05-19,135,2025,5,Monday
2025-05-20,138,2025,5,Tuesday
2025-05-21,138,2025,5,Wednesday
2025-05-22,182,2025,5,Thursday
2025-05-23,263,2025,5,Friday
2025-05-24,178,2025,5,Saturday
2025-05-25,235,2025,5,Sunday
2025-05-26,204,2025,5,Monday
2025-05-27,157,2025,5,Tuesday
2025-05-28,142,2025,5,Wednesday
2025-05-29,123,2025,5,Thursday
2025-05-30,124,2025,5,Friday
2025-05-31,150,2025,5,Saturday
2025-06-01,249,2025,6,Sunday
2025-06-02,155,2025,6,Monday
2025-06-03,205,2025,6,Tuesday
2025-06-04,152,2025,6,Wednesday
2025-06-05,172,2025,6,Thursday
2025-06-06,230,2025,6,Friday
2025-06-07,178,2025,6,Saturday
2025-06-08,150,2025,6,Sunday
2025-06-09,282,2025,6,Monday
2025-06-10,175,2025,6,Tuesday
2025-06-11,137,2025,6,Wednesday
2025-06-12,106,2025,6,Thursday
2025-06-13,114,2025,6,Friday
2025-06-14,130,2025,6,Saturday
2025-06-15,158,2025,6,Sunday
2025-06-16,176,2025,6,Monday
2025-06-17,223,2025,6,Tuesday
2025-06-18,143,2025,6,Wednesday
2025-06-19,154,2025,6,Thursday
2025-06-20,144,2025,6,Friday
2025-06-21,203,2025,6,Saturday
2025-06-22,143,2025,6,Sunday
2025-06-23,170,2025,6,Monday
2025-06-24,147,2025,6,Tuesday
2025-06-25,121,2025,6,Wednesday
2025-06-26,118,2025,6,Thursday
2025-06-27,231,2025,6,Friday
2025-06-28,153,2025,6,Saturday
2025-06-29,218,2025,6,Sunday
2025-06-30,143,2025,6,Monday
2025-07-01,138,2025,7,Tuesday
2025-07-02,130,2025,7,Wednesday
2025-07-03,194,2025,7,Thursday
2025-07-04,225,2025,7,Friday
2025-07-05,256,2025,7,Saturday
2025-07-06,185,2025,7,Sunday
2025-07-07,171,2025,7,Monday
2025-07-08,163,2025,7,Tuesday
2025-07-09,285,2025,7,Wednesday
2025-07-10,223,2025,7,Thursday
2025-07-11,206,2025,7,Friday
2025-07-12,239,2025,7,Saturday
2025-07-13,125,2025,7,Sunday
2025-07-14,215,2025,7,Monday
2025-07-15,264,2025,7,Tuesday
2025-07-16,174,2025,7,Wednesday
2025-07-17,114,2025,7,Thursday
2025-07-18,170,2025,7,Friday
2025-07-19,214,2025,7,Saturday
2025-07-20,160,2025,7,Sunday
2025-07-21,264,2025,7,Monday
2025-07-22,130,2025,7,Tuesday
2025-07-23,123,2025,7,Wednesday
2025-07-24,202,2025,7,Thursday
2025-07-25,165,2025,7,Friday
2025-07-26,155,2025,7,Saturday
2025-07-27,181,2025,7,Sunday
2025-07-28,251,2025,7,Monday
2025-07-29,150,2025,7,Tuesday
2025-07-30,218,2025,7,Wednesday
2025-07-31,214,2025,7,Thursday
2025-08-01,131,2025,8,Friday
2025-08-02,190,2025,8,Saturday
2025-08-03,148,2025,8,Sunday
2025-08-04,275,2025,8,Monday
2025-08-05,133,2025,8,Tuesday
2025-08-06,114,2025,8,Wednesday
2025-08-07,150,2025,8,Thursday
2025-08-08,157,2025,8,Friday
2025-08-09,121,2025,8,Saturday
2025-08-10,143,2025,8,Sunday
2025-08-11,153,2025,8,Monday
2025-08-12,149,2025,8,Tuesday
2025-08-13,131,2025,8,Wednesday
2025-08-14,140,2025,8,Thursday
2025-08-15,157,2025,8,Friday
2025-08-16,132,2025,8,Saturday
2025-08-17,143,2025,8,Sunday
2025-08-18,181,2025,8,Monday
2025-08-19,204,2025,8,Tuesday
2025-08-20,212,2025,8,Wednesday
2025-08-21,275,2025,8,Thursday
2025-08-22,113,2025,8,Friday
2025-08-23,125,2025,8,Saturday
2025-08-24,128,2025,8,Sunday
2025-08-25,138,2025,8,Monday
2025-08-26,121,2025,8,Tuesday
2025-08-27,163,2025,8,Wednesday
2025-08-28,280,2025,8,Thursday
2025-08-29,163,2025,8,Friday
2025-08-30,287,2025,8,Saturday
2025-08-31,159,2025,8,Sunday
2025-09-01,168,2025,9,Monday
2025-09-02,197,2025,9,Tuesday
2025-09-03,258,2025,9,Wednesday
2025-09-04,176,2025,9,Thursday
2025-09-05,152,2025,9,Friday
2025-09-06,217,2025,9,Saturday
2025-09-07,246,2025,9,Sunday
2025-09-08,192,2025,9,Monday
2025-09-09,156,2025,9,Tuesday
2025-09-10,307,2025,9,Wednesday
2025-09-11,174,2025,9,Thursday
2025-09-12,171,2025,9,Friday
2025-09-13,211,2025,9,Saturday
2025-09-14,155,2025,9,Sunday
2025-09-15,137,2025,9,Monday
2025-09-16,176,2025,9,Tuesday
2025-09-17,153,2025,9,Wednesday
2025-09-18,151,2025,9,Thursday
2025-09-19,169,2025,9,Friday
2025-09-20,243,2025,9,Saturday
2025-09-21,147,2025,9,Sunday
2025-09-22,203,2025,9,Monday
2025-09-23,158,2025,9,Tuesday
2025-09-24,209,2025,9,Wednesday
2025-09-25,184,2025,9,Thursday
2025-09-26,211,2025,9,Friday
2025-09-27,167,2025,9,Saturday
2025-09-28,270,2025,9,Sunday
2025-09-29,158,2025,9,Monday
2025-09-30,180,2025,9,Tuesday
2025-10-01,171,2025,10,Wednesday
2025-10-02,177,2025,10,Thursday
2025-10-03,241,2025,10,Friday
2025-10-04,161,2025,10,Saturday
2025-10-05,275,2025,10,Sunday
2025-10-06,182,2025,10,Monday
2025-10-07,213,2025,10,Tuesday
2025-10-08,180,2025,10,Wednesday
2025-10-09,180,2025,10,Thursday
2025-10-10,247,2025,10,Friday
2025-10-11,147,2025,10,Saturday
2025-10-12,173,2025,10,Sunday
2025-10-13,143,2025,10,Monday
2025-10-14,148,2025,10,Tuesday
2025-10-15,164,2025,10,Wednesday
2025-10-16,211,2025,10,Thursday
2025-10-17,154,2025,10,Friday
2025-10-18,175,2025,10,Saturday
2025-10-19,163,2025,10,Sunday
2025-10-20,154,2025,10,Monday
2025-10-21,180,2025,10,Tuesday
2025-10-22,256,2025,10,Wednesday
2025-10-23,180,2025,10,Thursday
2025-10-24,166,2025,10,Friday
2025-10-25,169,2025,10,Saturday
2025-10-26,180,2025,10,Sunday
2025-10-27,156,2025,10,Monday
2025-10-28,134,2025,10,Tuesday
2025-10-29,173,2025,10,Wednesday
2025-10-30,297,2025,10,Thursday
2025-10-31,168,2025,10,Friday
2025-11-01,182,2025,11,Saturday
2025-11-02,187,2025,11,Sunday
2025-11-03,219,2025,11,Monday
2025-11-04,153,2025,11,Tuesday
2025-11-05,159,2025,11,Wednesday
2025-11-06,200,2025,11,Thursday
2025-11-07,184,2025,11,Friday
2025-11-08,244,2025,11,Saturday
2025-11-09,168,2025,11,Sunday
2025-11-10,163,2025,11,Monday
2025-11-11,185,2025,11,Tuesday
2025-11-12,193,2025,11,Wednesday
2025-11-13,208,2025,11,Thursday
2025-11-14,255,2025,11,Friday
2025-11-15,203,2025,11,Saturday
2025-11-16,187,2025,11,Sunday
2025-11-17,165,2025,11,Monday
2025-11-18,164,2025,11,Tuesday
2025-11-19,309,2025,11,Wednesday
2025-11-20,173,2025,11,Thursday
2025-11-21,184,2025,11,Friday
2025-11-22,176,2025,11,Saturday
2025-11-23,180,2025,11,Sunday
2025-11-24,187,2025,11,Monday
2025-11-25,298,2025,11,Tuesday
2025-11-26,178,2025,11,Wednesday
2025-11-27,171,2025,11,Thursday
2025-11-28,200,2025,11,Friday
2025-11-29,269,2025,11,Saturday
2025-11-30,130,2025,11,Sunday
2025-12-01,151,2025,12,Monday
2025-12-02,131,2025,12,Tuesday
2025-12-03,158,2025,12,Wednesday
2025-12-04,144,2025,12,Thursday
2025-12-05,163,2025,12,Friday
2025-12-06,338,2025,12,Saturday
2025-12-07,210,2025,12,Sunday
2025-12-08,147,2025,12,Monday
2025-12-09,132,2025,12,Tuesday
2025-12-10,106,2025,12,Wednesday
2025-12-11,157,2025,12,Thursday
2025-12-12,165,2025,12,Friday
2025-12-13,272,2025,12,Saturday
2025-12-14,207,2025,12,Sunday
2025-12-15,148,2025,12,Monday
2025-12-16,176,2025,12,Tuesday
2025-12-17,181,2025,12,Wednesday
2025-12-18,165,2025,12,Thursday
2025-12-19,188,2025,12,Friday
2025-12-20,159,2025,12,Saturday
2025-12-21,158,2025,12,Sunday
2025-12-22,177,2025,12,Monday
2025-12-23,324,2025,12,Tuesday
2025-12-24,209,2025,12,Wednesday
2025-12-25,196,2025,12,Thursday
2025-12-26,171,2025,12,Friday
2025-12-27,302,2025,12,Saturday
2025-12-28,106,2025,12,Sunday
2025-12-29,129,2025,12,Monday
2025-12-30,166,2025,12,Tuesday
2025-12-31,222,2025,12,Wednesday
2026-01-01,258,2026,1,Thursday
2026-01-02,146,2026,1,Friday
2026-01-03,148,2026,1,Saturday
2026-01-04,174,2026,1,Sunday
2026-01-05,213,2026,1,Monday
2026-01-06,158,2026,1,Tuesday
2026-01-07,145,2026,1,Wednesday
2026-01-08,152,2026,1,Thursday
2026-01-09,189,2026,1,Friday
2026-01-10,171,2026,1,Saturday
2026-01-11,198,2026,1,Sunday
2026-01-12,235,2026,1,Monday
2026-01-13,269,2026,1,Tuesday
2026-01-14,182,2026,1,Wednesday
2026-01-15,223,2026,1,Thursday
2026-01-16,219,2026,1,Friday
2026-01-17,208,2026,1,Saturday
2026-01-18,201,2026,1,Sunday
2026-01-19,203,2026,1,Monday
2026-01-20,302,2026,1,Tuesday
2026-01-21,195,2026,1,Wednesday
2026-01-22,194,2026,1,Thursday
2026-01-23,212,2026,1,Friday
2026-01-24,285,2026,1,Saturday
2026-01-25,174,2026,1,Sunday
2026-01-26,205,2026,1,Monday
2026-01-27,200,2026,1,Tuesday
2026-01-28,223,2026,1,Wednesday
2026-01-29,180,2026,1,Thursday
2026-01-30,165,2026,1,Friday
2026-01-31,131,2026,1,Saturday
2026-02-01,205,2026,2,Sunday
2026-02-02,207,2026,2,Monday
2026-02-03,313,2026,2,Tuesday
2026-02-04,210,2026,2,Wednesday
2026-02-05,226,2026,2,Thursday
2026-02-06,280,2026,2,Friday
2026-02-07,321,2026,2,Saturday
2026-02-08,198,2026,2,Sunday
2026-02-09,226,2026,2,Monday
2026-02-10,188,2026,2,Tuesday
2026-02-11,218,2026,2,Wednesday
2026-02-12,235,2026,2,Thursday
2026-02-13,238,2026,2,Friday
2026-02-14,125,2026,2,Saturday
2026-02-15,173,2026,2,Sunday
2026-02-16,167,2026,2,Monday
2026-02-17,312,2026,2,Tuesday
2026-02-18,153,2026,2,Wednesday
2026-02-19,190,2026,2,Thursday
2026-02-20,170,2026,2,Friday
2026-02-21,197,2026,2,Saturday
2026-02-22,256,2026,2,Sunday
2026-02-23,180,2026,2,Monday
2026-02-24,161,2026,2,Tuesday
2026-02-25,175,2026,2,Wednesday
2026-02-26,257,2026,2,Thursday
2026-02-27,194,2026,2,Friday
2026-02-28,193,2026,2,Saturday
2026-03-01,197,2026,3,Sunday
2026-03-02,176,2026,3,Monday
2026-03-03,172,2026,3,Tuesday
2026-03-04,201,2026,3,Wednesday
2026-03-05,178,2026,3,Thursday
2026-03-06,196,2026,3,Friday
2026-03-07,272,2026,3,Saturday
2026-03-08,205,2026,3,Sunday
2026-03-09,207,2026,3,Monday
2026-03-10,176,2026,3,Tuesday
2026-03-11,187,2026,3,Wednesday
2026-03-12,212,2026,3,Thursday
2026-03-13,184,2026,3,Friday
2026-03-14,255,2026,3,Saturday
2026-03-15,181,2026,3,Sunday
2026-03-16,220,2026,3,Monday
2026-03-17,189,2026,3,Tuesday
2026-03-18,248,2026,3,Wednesday
2026-03-19,201,2026,3,Thursday
2026-03-20,179,2026,3,Friday
2026-03-21,170,2026,3,Saturday
2026-03-22,224,2026,3,Sunday
2026-03-23,197,2026,3,Monday
2026-03-24,334,2026,3,Tuesday
2026-03-25,195,2026,3,Wednesday
2026-03-26,186,2026,3,Thursday
2026-03-27,179,2026,3,Friday
2026-03-28,242,2026,3,Saturday
2026-03-29,328,2026,3,Sunday
2026-03-30,370,2026,3,Monday
2026-03-31,256,2026,3,Tuesday
2026-04-01,320,2026,4,Wednesday
2026-04-02,223,2026,4,Thursday
2026-04-03,296,2026,4,Friday
2026-04-04,226,2026,4,Saturday
2026-04-05,175,2026,4,Sunday
2026-04-06,187,2026,4,Monday
2026-04-07,188,2026,4,Tuesday
2026-04-08,183,2026,4,Wednesday
2026-04-09,188,2026,4,Thursday
2026-04-10,179,2026,4,Friday
2026-04-11,141,2026,4,Saturday
2026-04-12,85,2026,4,Sunday
2026-04-13,180,2026,4,Monday
2026-04-14,204,2026,4,Tuesday
2026-04-15,283,2026,4,Wednesday
2026-04-16,219,2026,4,Thursday
2026-04-17,232,2026,4,Friday
2026-04-18,169,2026,4,Saturday
2026-04-19,191,2026,4,Sunday
2026-04-20,187,2026,4,Monday
2026-04-21,170,2026,4,Tuesday
2026-04-22,205,2026,4,Wednesday
2026-04-23,205,2026,4,Thursday
2026-04-24,203,2026,4,Friday
2026-04-25,245,2026,4,Saturday
2026-04-26,149,2026,4,Sunday
2026-04-27,155,2026,4,Monday
2026-04-28,171,2026,4,Tuesday
2026-04-29,182,2026,4,Wednesday
2026-04-30,222,2026,4,Thursday
2026-05-01,245,2026,5,Friday
2026-05-02,253,2026,5,Saturday
2026-05-03,215,2026,5,Sunday
2026-05-04,199,2026,5,Monday
2026-05-05,221,2026,5,Tuesday
2026-05-06,176,2026,5,Wednesday
2026-05-07,210,2026,5,Thursday
2026-05-08,166,2026,5,Friday
2026-05-09,82,2026,5,Saturday
2026-05-10,104,2026,5,Sunday
2026-05-11,86,2026,5,Monday
2026-05-12,200,2026,5,Tuesday
2026-05-13,354,2026,5,Wednesday
2026-05-14,240,2026,5,Thursday
2026-05-15,247,2026,5,Friday
2026-05-16,272,2026,5,Saturday
2026-05-17,248,2026,5,Sunday
2026-05-18,264,2026,5,Monday
2026-05-19,242,2026,5,Tuesday
2026-05-20,203,2026,5,Wednesday
2026-05-21,182,2026,5,Thursday
2026-05-22,179,2026,5,Friday
2026-05-23,217,2026,5,Saturday
2026-05-24,283,2026,5,Sunday
2026-05-25,215,2026,5,Monday
2026-05-26,219,2026,5,Tuesday
2026-05-27,267,2026,5,Wednesday
2026-05-28,200,2026,5,Thursday
2026-05-29,270,2026,5,Friday
2026-05-30,217,2026,5,Saturday
2026-05-31,227,2026,5,Sunday
2026-06-01,224,2026,6,Monday
2026-06-02,272,2026,6,Tuesday
2026-06-03,230,2026,6,Wednesday
2026-06-04,223,2026,6,Thursday
2026-06-05,223,2026,6,Friday
2026-06-06,195,2026,6,Saturday
2026-06-07,215,2026,6,Sunday
2026-06-08,245,2026,6,Monday
2026-06-09,190,2026,6,Tuesday
2026-06-10,188,2026,6,Wednesday
2026-06-11,200,2026,6,Thursday
2026-06-12,193,2026,6,Friday
2026-06-13,194,2026,6,Saturday
2026-06-14,182,2026,6,Sunday
2026-06-15,220,2026,6,Monday
2026-06-16,163,2026,6,Tuesday
2026-06-17,168,2026,6,Wednesday
2026-06-18,205,2026,6,Thursday
2026-06-19,161,2026,6,Friday
2026-06-20,13,2026,6,Saturday
